,Content ID,Type,Datetime,Reaction Score,Category,Category Wise,,
1319,c01fa154-5348-4040-9d20-0bbf01f6349b,heart,6/29/2020,60,tennis,In top 5,,
1320,c01fa154-5348-4040-9d20-0bbf01f6349b,interested,4/25/2021,30,tennis,In top 5,,
1321,c01fa154-5348-4040-9d20-0bbf01f6349b,worried,8/30/2020,12,tennis,In top 5,,
1322,c01fa154-5348-4040-9d20-0bbf01f6349b,hate,8/13/2020,5,tennis,In top 5,,
1323,c01fa154-5348-4040-9d20-0bbf01f6349b,scared,5/20/2021,15,tennis,In top 5,,
1324,c01fa154-5348-4040-9d20-0bbf01f6349b,like,7/7/2020,50,tennis,In top 5,,
1325,c01fa154-5348-4040-9d20-0bbf01f6349b,super love,12/11/2020,75,tennis,In top 5,,
1326,c01fa154-5348-4040-9d20-0bbf01f6349b,dislike,5/16/2021,10,tennis,In top 5,,
1327,c01fa154-5348-4040-9d20-0bbf01f6349b,indifferent,8/24/2020,20,tennis,In top 5,,
1328,c01fa154-5348-4040-9d20-0bbf01f6349b,indifferent,6/6/2021,20,tennis,In top 5,,
1330,2d949603-6676-4402-900b-2c2c78315ea0,heart,9/23/2020,60,culture,Not in top 5,,
1331,2d949603-6676-4402-900b-2c2c78315ea0,indifferent,2/14/2021,20,culture,Not in top 5,,
1332,2d949603-6676-4402-900b-2c2c78315ea0,dislike,11/15/2020,10,culture,Not in top 5,,
1333,2d949603-6676-4402-900b-2c2c78315ea0,like,7/8/2020,50,culture,Not in top 5,,
1334,2d949603-6676-4402-900b-2c2c78315ea0,hate,9/23/2020,5,culture,Not in top 5,,
1336,50c9237a-541c-4f10-a2be-7cbe076b2012,love,4/2/2021,65,travel,In top 5,,
1337,50c9237a-541c-4f10-a2be-7cbe076b2012,worried,7/11/2020,12,travel,In top 5,,
1338,50c9237a-541c-4f10-a2be-7cbe076b2012,intrigued,7/24/2020,45,travel,In top 5,,
1339,50c9237a-541c-4f10-a2be-7cbe076b2012,peeking,12/11/2020,35,travel,In top 5,,
1340,50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,9/3/2020,0,travel,In top 5,,
1341,50c9237a-541c-4f10-a2be-7cbe076b2012,hate,5/3/2021,5,travel,In top 5,,
1342,50c9237a-541c-4f10-a2be-7cbe076b2012,indifferent,9/25/2020,20,travel,In top 5,,
1343,50c9237a-541c-4f10-a2be-7cbe076b2012,hate,6/10/2021,5,travel,In top 5,,
1344,50c9237a-541c-4f10-a2be-7cbe076b2012,love,10/28/2020,65,travel,In top 5,,
1345,50c9237a-541c-4f10-a2be-7cbe076b2012,peeking,11/17/2020,35,travel,In top 5,,
1346,50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,11/10/2020,0,travel,In top 5,,
1347,50c9237a-541c-4f10-a2be-7cbe076b2012,heart,5/18/2021,60,travel,In top 5,,
1348,50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,1/25/2021,0,travel,In top 5,,
1349,50c9237a-541c-4f10-a2be-7cbe076b2012,dislike,12/3/2020,10,travel,In top 5,,
1350,50c9237a-541c-4f10-a2be-7cbe076b2012,dislike,4/8/2021,10,travel,In top 5,,
1351,50c9237a-541c-4f10-a2be-7cbe076b2012,want,4/9/2021,70,travel,In top 5,,
1352,50c9237a-541c-4f10-a2be-7cbe076b2012,peeking,1/10/2021,35,travel,In top 5,,
1353,50c9237a-541c-4f10-a2be-7cbe076b2012,cherish,7/12/2020,70,travel,In top 5,,
1354,50c9237a-541c-4f10-a2be-7cbe076b2012,like,10/28/2020,50,travel,In top 5,,
1355,50c9237a-541c-4f10-a2be-7cbe076b2012,scared,7/22/2020,15,travel,In top 5,,
1356,50c9237a-541c-4f10-a2be-7cbe076b2012,peeking,9/13/2020,35,travel,In top 5,,
1357,50c9237a-541c-4f10-a2be-7cbe076b2012,peeking,9/8/2020,35,travel,In top 5,,
1358,50c9237a-541c-4f10-a2be-7cbe076b2012,cherish,2/1/2021,70,travel,In top 5,,
1359,50c9237a-541c-4f10-a2be-7cbe076b2012,scared,3/28/2021,15,travel,In top 5,,
1360,50c9237a-541c-4f10-a2be-7cbe076b2012,heart,8/7/2020,60,travel,In top 5,,
1361,50c9237a-541c-4f10-a2be-7cbe076b2012,scared,7/10/2020,15,travel,In top 5,,
1362,50c9237a-541c-4f10-a2be-7cbe076b2012,dislike,4/20/2021,10,travel,In top 5,,
1363,50c9237a-541c-4f10-a2be-7cbe076b2012,love,10/6/2020,65,travel,In top 5,,
1364,50c9237a-541c-4f10-a2be-7cbe076b2012,interested,12/11/2020,30,travel,In top 5,,
1365,50c9237a-541c-4f10-a2be-7cbe076b2012,peeking,12/4/2020,35,travel,In top 5,,
1366,50c9237a-541c-4f10-a2be-7cbe076b2012,want,9/10/2020,70,travel,In top 5,,
1367,50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,6/26/2020,0,travel,In top 5,,
1368,50c9237a-541c-4f10-a2be-7cbe076b2012,adore,10/13/2020,72,travel,In top 5,,
1369,50c9237a-541c-4f10-a2be-7cbe076b2012,peeking,8/3/2020,35,travel,In top 5,,
1370,50c9237a-541c-4f10-a2be-7cbe076b2012,like,1/9/2021,50,travel,In top 5,,
1371,50c9237a-541c-4f10-a2be-7cbe076b2012,heart,7/12/2020,60,travel,In top 5,,
1372,50c9237a-541c-4f10-a2be-7cbe076b2012,hate,4/2/2021,5,travel,In top 5,,
1373,50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,1/20/2021,0,travel,In top 5,,
1374,50c9237a-541c-4f10-a2be-7cbe076b2012,scared,3/29/2021,15,travel,In top 5,,
1375,50c9237a-541c-4f10-a2be-7cbe076b2012,interested,3/28/2021,30,travel,In top 5,,
1376,50c9237a-541c-4f10-a2be-7cbe076b2012,want,10/25/2020,70,travel,In top 5,,
1378,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,heart,8/23/2020,60,science,In top 5,,
1379,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,worried,7/27/2020,12,science,In top 5,,
1380,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,scared,5/1/2021,15,science,In top 5,,
1381,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,super love,9/3/2020,75,science,In top 5,,
1382,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,indifferent,5/28/2021,20,science,In top 5,,
1383,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,indifferent,5/19/2021,20,science,In top 5,,
1384,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,love,11/18/2020,65,science,In top 5,,
1385,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,hate,1/11/2021,5,science,In top 5,,
1386,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,interested,9/5/2020,30,science,In top 5,,
1387,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,hate,12/14/2020,5,science,In top 5,,
1388,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,interested,4/30/2021,30,science,In top 5,,
1389,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,cherish,12/20/2020,70,science,In top 5,,
1390,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,adore,10/9/2020,72,science,In top 5,,
1391,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,dislike,8/2/2020,10,science,In top 5,,
1392,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,worried,3/2/2021,12,science,In top 5,,
1393,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,intrigued,8/2/2020,45,science,In top 5,,
1394,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,disgust,10/24/2020,0,science,In top 5,,
1395,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,love,3/19/2021,65,science,In top 5,,
1396,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,love,2/19/2021,65,science,In top 5,,
1397,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,scared,4/17/2021,15,science,In top 5,,
1398,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,disgust,8/7/2020,0,science,In top 5,,
1399,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,like,7/20/2020,50,science,In top 5,,
1400,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,interested,11/23/2020,30,science,In top 5,,
1401,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,super love,10/26/2020,75,science,In top 5,,
1402,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,want,3/11/2021,70,science,In top 5,,
1403,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,peeking,4/14/2021,35,science,In top 5,,
1404,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,peeking,3/7/2021,35,science,In top 5,,
1405,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,indifferent,8/5/2020,20,science,In top 5,,
1406,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,worried,9/20/2020,12,science,In top 5,,
1407,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,super love,6/1/2021,75,science,In top 5,,
1408,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,like,4/16/2021,50,science,In top 5,,
1409,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,cherish,6/13/2021,70,science,In top 5,,
1410,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,disgust,1/16/2021,0,science,In top 5,,
1411,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,interested,10/13/2020,30,science,In top 5,,
1412,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,love,3/4/2021,65,science,In top 5,,
1413,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,intrigued,2/3/2021,45,science,In top 5,,
1414,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,worried,10/11/2020,12,science,In top 5,,
1416,e442899c-d2d6-4392-be2d-a0b916ae47fb,disgust,9/21/2020,0,technology,In top 5,,
1417,e442899c-d2d6-4392-be2d-a0b916ae47fb,peeking,8/16/2020,35,technology,In top 5,,
1418,e442899c-d2d6-4392-be2d-a0b916ae47fb,intrigued,3/12/2021,45,technology,In top 5,,
1419,e442899c-d2d6-4392-be2d-a0b916ae47fb,super love,11/12/2020,75,technology,In top 5,,
1420,e442899c-d2d6-4392-be2d-a0b916ae47fb,disgust,2/4/2021,0,technology,In top 5,,
1421,e442899c-d2d6-4392-be2d-a0b916ae47fb,like,1/27/2021,50,technology,In top 5,,
1422,e442899c-d2d6-4392-be2d-a0b916ae47fb,like,3/7/2021,50,technology,In top 5,,
1423,e442899c-d2d6-4392-be2d-a0b916ae47fb,cherish,12/9/2020,70,technology,In top 5,,
1424,e442899c-d2d6-4392-be2d-a0b916ae47fb,heart,8/24/2020,60,technology,In top 5,,
1425,e442899c-d2d6-4392-be2d-a0b916ae47fb,dislike,2/19/2021,10,technology,In top 5,,
1426,e442899c-d2d6-4392-be2d-a0b916ae47fb,worried,1/31/2021,12,technology,In top 5,,
1427,e442899c-d2d6-4392-be2d-a0b916ae47fb,want,8/18/2020,70,technology,In top 5,,
1428,e442899c-d2d6-4392-be2d-a0b916ae47fb,scared,12/26/2020,15,technology,In top 5,,
1429,e442899c-d2d6-4392-be2d-a0b916ae47fb,disgust,5/26/2021,0,technology,In top 5,,
1430,e442899c-d2d6-4392-be2d-a0b916ae47fb,want,8/25/2020,70,technology,In top 5,,
1431,e442899c-d2d6-4392-be2d-a0b916ae47fb,peeking,10/24/2020,35,technology,In top 5,,
1432,e442899c-d2d6-4392-be2d-a0b916ae47fb,adore,5/26/2021,72,technology,In top 5,,
1433,e442899c-d2d6-4392-be2d-a0b916ae47fb,want,3/17/2021,70,technology,In top 5,,
1434,e442899c-d2d6-4392-be2d-a0b916ae47fb,hate,11/23/2020,5,technology,In top 5,,
1435,e442899c-d2d6-4392-be2d-a0b916ae47fb,dislike,1/26/2021,10,technology,In top 5,,
1436,e442899c-d2d6-4392-be2d-a0b916ae47fb,worried,6/11/2021,12,technology,In top 5,,
1437,e442899c-d2d6-4392-be2d-a0b916ae47fb,super love,12/17/2020,75,technology,In top 5,,
1439,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,interested,1/17/2021,30,science,In top 5,,
1440,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,want,12/16/2020,70,science,In top 5,,
1441,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,heart,2/4/2021,60,science,In top 5,,
1442,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,peeking,6/10/2021,35,science,In top 5,,
1443,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,scared,1/24/2021,15,science,In top 5,,
1444,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,disgust,12/20/2020,0,science,In top 5,,
1445,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,dislike,5/24/2021,10,science,In top 5,,
1446,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,disgust,6/3/2021,0,science,In top 5,,
1447,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,want,9/2/2020,70,science,In top 5,,
1448,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,scared,8/21/2020,15,science,In top 5,,
1449,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,dislike,1/16/2021,10,science,In top 5,,
1450,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,intrigued,7/14/2020,45,science,In top 5,,
1451,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,interested,7/7/2020,30,science,In top 5,,
1452,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,peeking,12/15/2020,35,science,In top 5,,
1453,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,dislike,11/26/2020,10,science,In top 5,,
1454,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,cherish,10/23/2020,70,science,In top 5,,
1455,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,scared,7/13/2020,15,science,In top 5,,
1456,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,like,2/27/2021,50,science,In top 5,,
1457,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,worried,6/11/2021,12,science,In top 5,,
1458,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,scared,5/15/2021,15,science,In top 5,,
1460,82145a60-013e-4d96-81a5-399af8618158,adore,12/29/2020,72,food,In top 5,,
1461,82145a60-013e-4d96-81a5-399af8618158,adore,7/29/2020,72,food,In top 5,,
1462,82145a60-013e-4d96-81a5-399af8618158,scared,6/13/2021,15,food,In top 5,,
1463,82145a60-013e-4d96-81a5-399af8618158,peeking,12/13/2020,35,food,In top 5,,
1464,82145a60-013e-4d96-81a5-399af8618158,intrigued,4/21/2021,45,food,In top 5,,
1465,82145a60-013e-4d96-81a5-399af8618158,super love,2/5/2021,75,food,In top 5,,
1466,82145a60-013e-4d96-81a5-399af8618158,adore,1/21/2021,72,food,In top 5,,
1467,82145a60-013e-4d96-81a5-399af8618158,dislike,6/19/2020,10,food,In top 5,,
1468,82145a60-013e-4d96-81a5-399af8618158,peeking,3/3/2021,35,food,In top 5,,
1469,82145a60-013e-4d96-81a5-399af8618158,scared,7/14/2020,15,food,In top 5,,
1470,82145a60-013e-4d96-81a5-399af8618158,worried,9/22/2020,12,food,In top 5,,
1471,82145a60-013e-4d96-81a5-399af8618158,peeking,7/23/2020,35,food,In top 5,,
1472,82145a60-013e-4d96-81a5-399af8618158,cherish,8/21/2020,70,food,In top 5,,
1473,82145a60-013e-4d96-81a5-399af8618158,interested,3/16/2021,30,food,In top 5,,
1474,82145a60-013e-4d96-81a5-399af8618158,peeking,12/23/2020,35,food,In top 5,,
1475,82145a60-013e-4d96-81a5-399af8618158,hate,2/20/2021,5,food,In top 5,,
1476,82145a60-013e-4d96-81a5-399af8618158,super love,10/16/2020,75,food,In top 5,,
1477,82145a60-013e-4d96-81a5-399af8618158,hate,3/22/2021,5,food,In top 5,,
1478,82145a60-013e-4d96-81a5-399af8618158,interested,9/22/2020,30,food,In top 5,,
1479,82145a60-013e-4d96-81a5-399af8618158,dislike,12/9/2020,10,food,In top 5,,
1480,82145a60-013e-4d96-81a5-399af8618158,like,7/17/2020,50,food,In top 5,,
1481,82145a60-013e-4d96-81a5-399af8618158,disgust,2/3/2021,0,food,In top 5,,
1482,82145a60-013e-4d96-81a5-399af8618158,hate,9/30/2020,5,food,In top 5,,
1483,82145a60-013e-4d96-81a5-399af8618158,scared,6/7/2021,15,food,In top 5,,
1484,82145a60-013e-4d96-81a5-399af8618158,super love,7/21/2020,75,food,In top 5,,
1485,82145a60-013e-4d96-81a5-399af8618158,hate,1/24/2021,5,food,In top 5,,
1486,82145a60-013e-4d96-81a5-399af8618158,indifferent,2/3/2021,20,food,In top 5,,
1487,82145a60-013e-4d96-81a5-399af8618158,dislike,8/19/2020,10,food,In top 5,,
1488,82145a60-013e-4d96-81a5-399af8618158,dislike,8/12/2020,10,food,In top 5,,
1489,82145a60-013e-4d96-81a5-399af8618158,disgust,7/22/2020,0,food,In top 5,,
1490,82145a60-013e-4d96-81a5-399af8618158,hate,11/3/2020,5,food,In top 5,,
1492,d852b946-01e1-44fe-abd7-26198660cbdb,peeking,5/2/2021,35,food,In top 5,,
1493,d852b946-01e1-44fe-abd7-26198660cbdb,hate,6/23/2020,5,food,In top 5,,
1494,d852b946-01e1-44fe-abd7-26198660cbdb,peeking,4/17/2021,35,food,In top 5,,
1495,d852b946-01e1-44fe-abd7-26198660cbdb,heart,5/5/2021,60,food,In top 5,,
1496,d852b946-01e1-44fe-abd7-26198660cbdb,hate,7/9/2020,5,food,In top 5,,
1497,d852b946-01e1-44fe-abd7-26198660cbdb,adore,11/8/2020,72,food,In top 5,,
1498,d852b946-01e1-44fe-abd7-26198660cbdb,scared,8/9/2020,15,food,In top 5,,
1499,d852b946-01e1-44fe-abd7-26198660cbdb,hate,5/9/2021,5,food,In top 5,,
1500,d852b946-01e1-44fe-abd7-26198660cbdb,cherish,8/12/2020,70,food,In top 5,,
1501,d852b946-01e1-44fe-abd7-26198660cbdb,cherish,3/24/2021,70,food,In top 5,,
1502,d852b946-01e1-44fe-abd7-26198660cbdb,super love,6/29/2020,75,food,In top 5,,
1503,d852b946-01e1-44fe-abd7-26198660cbdb,super love,2/12/2021,75,food,In top 5,,
1504,d852b946-01e1-44fe-abd7-26198660cbdb,disgust,9/10/2020,0,food,In top 5,,
1507,c59e27e9-0439-4699-8ea0-5e93f662a05d,adore,2/2/2021,72,fitness,In top 5,,
1509,78713905-362f-4a87-9671-adab5f1e0e67,peeking,10/8/2020,35,dogs,In top 5,,
1510,78713905-362f-4a87-9671-adab5f1e0e67,dislike,11/2/2020,10,dogs,In top 5,,
1511,78713905-362f-4a87-9671-adab5f1e0e67,love,1/30/2021,65,dogs,In top 5,,
1512,78713905-362f-4a87-9671-adab5f1e0e67,dislike,11/19/2020,10,dogs,In top 5,,
1513,78713905-362f-4a87-9671-adab5f1e0e67,hate,9/5/2020,5,dogs,In top 5,,
1514,78713905-362f-4a87-9671-adab5f1e0e67,super love,1/24/2021,75,dogs,In top 5,,
1515,78713905-362f-4a87-9671-adab5f1e0e67,intrigued,1/3/2021,45,dogs,In top 5,,
1516,78713905-362f-4a87-9671-adab5f1e0e67,heart,9/27/2020,60,dogs,In top 5,,
1517,78713905-362f-4a87-9671-adab5f1e0e67,heart,6/20/2020,60,dogs,In top 5,,
1518,78713905-362f-4a87-9671-adab5f1e0e67,love,7/23/2020,65,dogs,In top 5,,
1519,78713905-362f-4a87-9671-adab5f1e0e67,like,2/24/2021,50,dogs,In top 5,,
1520,78713905-362f-4a87-9671-adab5f1e0e67,indifferent,10/24/2020,20,dogs,In top 5,,
1521,78713905-362f-4a87-9671-adab5f1e0e67,adore,9/10/2020,72,dogs,In top 5,,
1522,78713905-362f-4a87-9671-adab5f1e0e67,hate,9/14/2020,5,dogs,In top 5,,
1523,78713905-362f-4a87-9671-adab5f1e0e67,like,3/16/2021,50,dogs,In top 5,,
1524,78713905-362f-4a87-9671-adab5f1e0e67,adore,2/10/2021,72,dogs,In top 5,,
1526,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,worried,4/4/2021,12,healthy eating,In top 5,,
1527,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,disgust,2/8/2021,0,healthy eating,In top 5,,
1528,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,interested,7/3/2020,30,healthy eating,In top 5,,
1529,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,peeking,11/5/2020,35,healthy eating,In top 5,,
1530,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,hate,5/10/2021,5,healthy eating,In top 5,,
1531,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,want,4/30/2021,70,healthy eating,In top 5,,
1532,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,peeking,7/5/2020,35,healthy eating,In top 5,,
1533,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,intrigued,9/27/2020,45,healthy eating,In top 5,,
1534,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,adore,10/11/2020,72,healthy eating,In top 5,,
1535,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,dislike,11/8/2020,10,healthy eating,In top 5,,
1536,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,interested,1/23/2021,30,healthy eating,In top 5,,
1537,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,disgust,4/23/2021,0,healthy eating,In top 5,,
1538,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,dislike,3/11/2021,10,healthy eating,In top 5,,
1539,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,intrigued,9/27/2020,45,healthy eating,In top 5,,
1540,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,worried,9/19/2020,12,healthy eating,In top 5,,
1541,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,want,12/11/2020,70,healthy eating,In top 5,,
1542,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,heart,10/5/2020,60,healthy eating,In top 5,,
1543,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,interested,6/12/2021,30,healthy eating,In top 5,,
1544,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,interested,6/18/2020,30,healthy eating,In top 5,,
1545,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,heart,6/25/2020,60,healthy eating,In top 5,,
1546,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,heart,6/24/2020,60,healthy eating,In top 5,,
1547,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,adore,6/22/2020,72,healthy eating,In top 5,,
1548,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,intrigued,3/6/2021,45,healthy eating,In top 5,,
1549,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,peeking,12/21/2020,35,healthy eating,In top 5,,
1550,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,peeking,8/9/2020,35,healthy eating,In top 5,,
1551,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,hate,10/10/2020,5,healthy eating,In top 5,,
1552,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,worried,2/6/2021,12,healthy eating,In top 5,,
1553,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,hate,9/23/2020,5,healthy eating,In top 5,,
1554,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,peeking,12/6/2020,35,healthy eating,In top 5,,
1555,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,hate,3/12/2021,5,healthy eating,In top 5,,
1556,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,peeking,12/9/2020,35,healthy eating,In top 5,,
1557,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,worried,5/4/2021,12,healthy eating,In top 5,,
1558,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,hate,2/28/2021,5,healthy eating,In top 5,,
1559,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,scared,8/9/2020,15,healthy eating,In top 5,,
1560,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,super love,7/8/2020,75,healthy eating,In top 5,,
1561,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,dislike,5/12/2021,10,healthy eating,In top 5,,
1562,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,super love,7/20/2020,75,healthy eating,In top 5,,
1563,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,like,12/9/2020,50,healthy eating,In top 5,,
1564,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,like,4/22/2021,50,healthy eating,In top 5,,
1565,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,like,6/25/2020,50,healthy eating,In top 5,,
1566,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,heart,12/28/2020,60,healthy eating,In top 5,,
1567,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,cherish,9/26/2020,70,healthy eating,In top 5,,
1569,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,cherish,11/23/2020,70,culture,Not in top 5,,
1570,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,disgust,7/15/2020,0,culture,Not in top 5,,
1571,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,dislike,5/7/2021,10,culture,Not in top 5,,
1572,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,interested,1/3/2021,30,culture,Not in top 5,,
1573,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,peeking,5/24/2021,35,culture,Not in top 5,,
1574,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,super love,4/28/2021,75,culture,Not in top 5,,
1575,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,worried,5/30/2021,12,culture,Not in top 5,,
1576,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,disgust,2/12/2021,0,culture,Not in top 5,,
1577,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,love,8/6/2020,65,culture,Not in top 5,,
1578,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,love,9/5/2020,65,culture,Not in top 5,,
1579,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,adore,11/17/2020,72,culture,Not in top 5,,
1580,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,peeking,10/4/2020,35,culture,Not in top 5,,
1581,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,love,8/7/2020,65,culture,Not in top 5,,
1582,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,super love,9/3/2020,75,culture,Not in top 5,,
1583,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,like,3/3/2021,50,culture,Not in top 5,,
1584,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,adore,11/21/2020,72,culture,Not in top 5,,
1585,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,heart,1/13/2021,60,culture,Not in top 5,,
1586,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,indifferent,9/18/2020,20,culture,Not in top 5,,
1587,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,disgust,6/25/2020,0,culture,Not in top 5,,
1588,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,cherish,4/1/2021,70,culture,Not in top 5,,
1589,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,scared,10/28/2020,15,culture,Not in top 5,,
1590,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,want,6/12/2021,70,culture,Not in top 5,,
1591,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,want,6/4/2021,70,culture,Not in top 5,,
1592,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,super love,6/1/2021,75,culture,Not in top 5,,
